"89","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"89","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"89","Rental Expense","Cash Payment - Rental - New York","-4020"
"89","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-390"
"89","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"88","Sales E Commerce","Revenue - ECM SO ID: 11869","23762"
"88","Sales E Commerce","Revenue - ECM SO ID: 11881","18280"
"88","Sales E Commerce","Revenue - ECM SO ID: 11919","13252"
"88","Sales E Commerce","Revenue - ECM SO ID: 12160","25740"
"88","Wholesales (B2B)","Revenue - B2B SO ID: 11878","1456000"
"88","Human Resource Expense","Counselled","-2000"
"88","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"88","Salary Expense","Cash Payment - Salary Expense","-30668"
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12461","-295"
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12606","-113"
"88","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","10675"
"88","Retail","Revenue - Retail Sales Los Angeles - Red Wine","9048"
"88","Retail","Revenue - Retail Sales Los Angeles - White Wine","14820"
"88","Retail","Revenue - Retail Sales New York - Sparkling Wine","13234"
"88","Retail","Revenue - Retail Sales New York - Red Wine","14460"
"88","Retail","Revenue - Retail Sales New York - White Wine","33077"
"88","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","8808"
"88","Retail","Revenue - Retail Sales Detroit - Red Wine","11648"
"88","Retail","Revenue - Retail Sales Detroit - White Wine","11107"
"88","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"88","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"88","Rental Expense","Cash Payment - Rental - New York","-4020"
"88","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-510"
"88","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"87","Sales E Commerce","Revenue - ECM SO ID: 12026","13423"
"87","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12306 ","-154212"
"87","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12311 ","-154212"
"87","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12320 ","-122117"
"87","Human Resource Expense","Counselled","-2000"
"87","Salary Expense","Cash Payment - Salary Expense","-30668"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12453","-80"
"87","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 295","-15000"
"87","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 298","-15000"
"87","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","10675"
"87","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8787"
"87","Retail","Revenue - Retail Sales Los Angeles - White Wine","15780"
"87","Retail","Revenue - Retail Sales New York - Sparkling Wine","12948"
"87","Retail","Revenue - Retail Sales New York - Red Wine","14880"
"87","Retail","Revenue - Retail Sales New York - White Wine","33697"
"87","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9576"
"87","Retail","Revenue - Retail Sales Detroit - Red Wine","10668"
"87","Retail","Revenue - Retail Sales Detroit - White Wine","10643"
"87","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"87","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","-145"
"87","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"87","Rental Expense","Cash Payment - Rental - New York","-4020"
"87","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-630"
"87","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"86","Sales E Commerce","Revenue - ECM SO ID: 11428","19354"
"86","Sales E Commerce","Revenue - ECM SO ID: 11741","9959"
"86","Wholesales (B2B)","Revenue - B2B SO ID: 11730","980390"
"86","Salary Expense","Cash Payment - Salary Expense","-30576"
"86","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12315","-216"
"86","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11600"
"86","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8874"
"86","Retail","Revenue - Retail Sales Los Angeles - White Wine","15720"
"86","Retail","Revenue - Retail Sales New York - Sparkling Wine","14482"
"86","Retail","Revenue - Retail Sales New York - Red Wine","15180"
"86","Retail","Revenue - Retail Sales New York - White Wine","29016"
"86","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9672"
"86","Retail","Revenue - Retail Sales Detroit - Red Wine","11564"
"86","Retail","Revenue - Retail Sales Detroit - White Wine","11890"
"86","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"86","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","-261"
"86","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"86","Rental Expense","Cash Payment - Rental - New York","-4020"
"86","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-750"
"86","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"85","Human Resource Expense","Counselled","-2000"
"85","Salary Expense","Cash Payment - Salary Expense","-30488"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11869","-238"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11881","-183"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11919","-133"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12160","-257"
"85","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11250"
"85","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8178"
"85","Retail","Revenue - Retail Sales Los Angeles - White Wine","16650"
"85","Retail","Revenue - Retail Sales New York - Sparkling Wine","14066"
"85","Retail","Revenue - Retail Sales New York - Red Wine","13890"
"85","Retail","Revenue - Retail Sales New York - White Wine","31930"
"85","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9504"
"85","Retail","Revenue - Retail Sales Detroit - Red Wine","11592"
"85","Retail","Revenue - Retail Sales Detroit - White Wine","11919"
"85","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"85","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","-377"
"85","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"85","Rental Expense","Cash Payment - Rental - New York","-4020"
"85","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-840"
"85","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"84","Sales E Commerce","Revenue - ECM SO ID: 11569","21357"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12007 ","-65903"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12007 ","-74690"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12007 ","-84303"
"84","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12024 ","-102108"
"84","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12024 ","-121404"
"84","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12024 ","-804000"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12030 ","-67208"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12030 ","-120686"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12030 ","-137530"
"84","Human Resource Expense","Counselled","-2000"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12163 ","-67208"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12163 ","-76169"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12163 ","-85956"
"84","Human Resource Expense","Counselled","-2000"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12176 ","-409734"
"84","Human Resource Expense","Counselled","-2000"
"84","Salary Expense","Cash Payment - Salary Expense","-30338"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12026","-134"
"84","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 319","-15000"
"84","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 322","-15000"
"84","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11950"
"84","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8932"
"84","Retail","Revenue - Retail Sales Los Angeles - White Wine","15540"
"84","Retail","Revenue - Retail Sales New York - Sparkling Wine","14196"
"84","Retail","Revenue - Retail Sales New York - Red Wine","14610"
"84","Retail","Revenue - Retail Sales New York - White Wine","33325"
"84","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9312"
"84","Retail","Revenue - Retail Sales Detroit - Red Wine","10696"
"84","Retail","Revenue - Retail Sales Detroit - White Wine","10991"
"84","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"84","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","-493"
"84","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"84","Rental Expense","Cash Payment - Rental - New York","-4020"
"84","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-990"
"84","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"83","Sales E Commerce","Revenue - ECM SO ID: 11414","19462"
"83","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11884 ","-65903"
"83","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11884 ","-74690"
"83","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11884 ","-84303"
"83","Human Resource Expense","Counselled","-2000"
"83","Human Resource Expense","Counselled","-2000"
"83","Human Resource Expense","Counselled","-2000"
"83","Human Resource Expense","Counselled","-2000"
"83","Salary Expense","Cash Payment - Salary Expense","-30288"
"83","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11428","-194"
"83","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11741","-100"
"83","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","13075"
"83","Retail","Revenue - Retail Sales Los Angeles - Red Wine","9454"
"83","Retail","Revenue - Retail Sales Los Angeles - White Wine","15960"
"83","Retail","Revenue - Retail Sales New York - Sparkling Wine","14040"
"83","Retail","Revenue - Retail Sales New York - Red Wine","15480"
"83","Retail","Revenue - Retail Sales New York - White Wine","33883"
"83","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10632"
"83","Retail","Revenue - Retail Sales Detroit - Red Wine","10976"
"83","Retail","Revenue - Retail Sales Detroit - White Wine","12586"
"83","Services","Revenue - Service Sales Order ID: 11106","231000"
"83","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"83","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"83","Rental Expense","Cash Payment - Rental - New York","-4020"
"83","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"82","Sales E Commerce","Revenue - ECM SO ID: 10848","8241"
"82","Sales E Commerce","Revenue - ECM SO ID: 11111","9266"
"82","Sales E Commerce","Revenue - ECM SO ID: 11270","27857"
"82","Sales E Commerce","Revenue - ECM SO ID: 11283","28434"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11564 ","-64350"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11564 ","-80223"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11564 ","-80769"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11588 ","-71775"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11588 ","-88740"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11588 ","-88436"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11740 ","-65903"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11740 ","-84303"
"82","Human Resource Expense","Counselled","-2000"
"82","Human Resource Expense","Counselled","-2000"
"82","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11883 ","-67056"
"82","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11883 ","-92400"
"82","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11883 ","-274560"
"82","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11883 ","-330000"
"82","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11883 ","-264000"
"82","Salary Expense","Cash Payment - Salary Expense","-30288"
"82","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 295","-15000"
"82","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 298","-15000"
"82","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","68950"
"82","Retail","Revenue - Retail Sales Los Angeles - Red Wine","54433"
"82","Retail","Revenue - Retail Sales Los Angeles - White Wine","89940"
"82","Retail","Revenue - Retail Sales New York - Sparkling Wine","84032"
"82","Retail","Revenue - Retail Sales New York - Red Wine","87030"
"82","Retail","Revenue - Retail Sales New York - White Wine","199237"
"82","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","59376"
"82","Retail","Revenue - Retail Sales Detroit - Red Wine","73472"
"82","Retail","Revenue - Retail Sales Detroit - White Wine","70209"
"82","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"82","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"82","Rental Expense","Cash Payment - Rental - New York","-4020"
"82","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"81","Sales E Commerce","Revenue - ECM SO ID: 11092","19391"
"81","Wholesales (B2B)","Revenue - B2B SO ID: 11109","1963500"
"81","Salary Expense","Cash Payment - Salary Expense","-30088"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11569","-214"
"81","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","68475"
"81","Retail","Revenue - Retail Sales Los Angeles - Red Wine","53302"
"81","Retail","Revenue - Retail Sales Los Angeles - White Wine","92850"
"81","Retail","Revenue - Retail Sales New York - Sparkling Wine","86658"
"81","Retail","Revenue - Retail Sales New York - Red Wine","93810"
"81","Retail","Revenue - Retail Sales New York - White Wine","187984"
"81","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","24696"
"81","Retail","Revenue - Retail Sales Detroit - Red Wine","70056"
"81","Retail","Revenue - Retail Sales Detroit - White Wine","65308"
"81","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"81","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"81","Rental Expense","Cash Payment - Rental - New York","-4020"
"81","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"80","Sales E Commerce","Revenue - ECM SO ID: 10800","12801"
"80","Sales E Commerce","Revenue - ECM SO ID: 10958","18356"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11277 ","-72930"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11277 ","-80028"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11427 ","-92112"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11427 ","-115520"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11432 ","-45450"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11432 ","-115520"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 10803","507000"
"80","Human Resource Expense","Counselled","-2000"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11575 ","-71775"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11575 ","-88740"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11575 ","-88436"
"80","Human Resource Expense","Counselled","-2000"
"80","Salary Expense","Cash Payment - Salary Expense","-29188"
"80","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:11580","-5368"
"80","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:11582","-3784"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11414","-195"
"80","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","78375"
"80","Retail","Revenue - Retail Sales Los Angeles - Red Wine","53853"
"80","Retail","Revenue - Retail Sales Los Angeles - White Wine","99270"
"80","Retail","Revenue - Retail Sales New York - Sparkling Wine","89284"
"80","Retail","Revenue - Retail Sales New York - Red Wine","92040"
"80","Retail","Revenue - Retail Sales New York - White Wine","209870"
"80","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","55776"
"80","Retail","Revenue - Retail Sales Detroit - Red Wine","73472"
"80","Retail","Revenue - Retail Sales Detroit - White Wine","69484"
"80","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"80","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"80","Rental Expense","Cash Payment - Rental - New York","-4020"
"80","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"79","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11105 ","-144480"
"79","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11264 ","-59085"
"79","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11264 ","-120931"
"79","Salary Expense","Cash Payment - Salary Expense","-29188"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10848","-82"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11111","-93"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11270","-279"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11283","-284"
"79","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 319","-15000"
"79","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 322","-15000"
"79","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","73300"
"79","Retail","Revenue - Retail Sales Los Angeles - Red Wine","54433"
"79","Retail","Revenue - Retail Sales Los Angeles - White Wine","90630"
"79","Retail","Revenue - Retail Sales New York - Sparkling Wine","93678"
"79","Retail","Revenue - Retail Sales New York - Red Wine","91170"
"79","Retail","Revenue - Retail Sales New York - White Wine","188573"
"79","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","60576"
"79","Retail","Revenue - Retail Sales Detroit - Red Wine","74172"
"79","Retail","Revenue - Retail Sales Detroit - White Wine","72297"
"79","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"79","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"79","Rental Expense","Cash Payment - Rental - New York","-4020"
"79","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10894 ","-312000"
"78","Sales E Commerce","Revenue - ECM SO ID: 10593","20360"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11108 ","-144480"
"78","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11192 ","-1581408"
"78","Salary Expense","Cash Payment - Salary Expense","-29188"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11092","-194"
"78","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","68950"
"78","Retail","Revenue - Retail Sales Los Angeles - Red Wine","57217"
"78","Retail","Revenue - Retail Sales Los Angeles - White Wine","98310"
"78","Retail","Revenue - Retail Sales New York - Sparkling Wine","86658"
"78","Retail","Revenue - Retail Sales New York - Red Wine","94680"
"78","Retail","Revenue - Retail Sales New York - White Wine","188015"
"78","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","54864"
"78","Retail","Revenue - Retail Sales Detroit - Red Wine","68152"
"78","Retail","Revenue - Retail Sales Detroit - White Wine","65656"
"78","Services","Revenue - Service Sales Order ID: 10693","70900"
"78","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"78","Rental Expense","Cash Payment - Rental - New York","-4020"
"78","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"77","Sales E Commerce","Revenue - ECM SO ID: 10145","11249"
"77","Sales E Commerce","Revenue - ECM SO ID: 10324","14984"
"77","Sales E Commerce","Revenue - ECM SO ID: 10471","20901"
"77","Wholesales (B2B)","Revenue - B2B SO ID: 10318","420000"
"77","Wholesales (B2B)","Revenue - B2B SO ID: 10325","430000"
"77","Salary Expense","Cash Payment - Salary Expense","-29188"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10800","-128"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10958","-184"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 295","-15000"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 298","-15000"
"77","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","12025"
"77","Retail","Revenue - Retail Sales Los Angeles - Red Wine","9048"
"77","Retail","Revenue - Retail Sales Los Angeles - White Wine","15660"
"77","Retail","Revenue - Retail Sales New York - Sparkling Wine","13234"
"77","Retail","Revenue - Retail Sales New York - Red Wine","14340"
"77","Retail","Revenue - Retail Sales New York - White Wine","31527"
"77","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10368"
"77","Retail","Revenue - Retail Sales Detroit - Red Wine","11340"
"77","Retail","Revenue - Retail Sales Detroit - White Wine","11484"
"77","Services","Revenue - Service Sales Order ID: 10437","63000"
"77","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"77","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"77","Rental Expense","Cash Payment - Rental - New York","-4020"
"77","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"76","Sales E Commerce","Revenue - ECM SO ID: 10293","10894"
"76","Sales E Commerce","Revenue - ECM SO ID: 10315","23892"
"76","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10796 ","-45000"
"76","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10796 ","-58650"
"76","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10796 ","-104880"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 9852","364000"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 10015","394800"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 10633","209380"
"76","Salary Expense","Cash Payment - Salary Expense","-29100"
"76","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11575"
"76","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8352"
"76","Retail","Revenue - Retail Sales Los Angeles - White Wine","14550"
"76","Retail","Revenue - Retail Sales New York - Sparkling Wine","13780"
"76","Retail","Revenue - Retail Sales New York - Red Wine","15030"
"76","Retail","Revenue - Retail Sales New York - White Wine","33387"
"76","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9408"
"76","Retail","Revenue - Retail Sales Detroit - Red Wine","10668"
"76","Retail","Revenue - Retail Sales Detroit - White Wine","11136"
"76","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"76","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","-140"
"76","Rental Expense","Cash Payment - Rental - New York","-4020"
"76","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"75","Sales E Commerce","Revenue - ECM SO ID: 10014","14594"
"75","Wholesales (B2B)","Revenue - B2B SO ID: 9999","152230"
"75","Human Resource Expense","Counselled","-2000"
"75","Salary Expense","Cash Payment - Salary Expense","-29016"
"75","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:10791","-10045"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10593","-204"
"75","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","10750"
"75","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8091"
"75","Retail","Revenue - Retail Sales Los Angeles - White Wine","15510"
"75","Retail","Revenue - Retail Sales New York - Sparkling Wine","13234"
"75","Retail","Revenue - Retail Sales New York - Red Wine","14460"
"75","Retail","Revenue - Retail Sales New York - White Wine","32457"
"75","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9024"
"75","Retail","Revenue - Retail Sales Detroit - Red Wine","10248"
"75","Retail","Revenue - Retail Sales Detroit - White Wine","10585"
"75","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"75","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"75","Rental Expense","Cash Payment - Rental - New York","-4020"
"75","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"74","Sales E Commerce","Revenue - ECM SO ID: 10001","9839"
"74","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10280 ","-112320"
"74","Human Resource Expense","Counselled","-2000"
"74","Salary Expense","Cash Payment - Salary Expense","-28878"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10145","-112"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10324","-150"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10471","-209"
"74","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 319","-15000"
"74","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 322","-15000"
"74","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","12275"
"74","Retail","Revenue - Retail Sales Los Angeles - Red Wine","8874"
"74","Retail","Revenue - Retail Sales Los Angeles - White Wine","15330"
"74","Retail","Revenue - Retail Sales New York - Sparkling Wine","14352"
"74","Retail","Revenue - Retail Sales New York - Red Wine","15030"
"74","Retail","Revenue - Retail Sales New York - White Wine","33387"
